,HSC,MPP,CMP,CLP,GMP,MEP
receiving CHEMERIN,0.3096565187867813,0.3070323110004527,0.3096565187867813,0.3831343368039837,0.3017838954277954,0.3070323110004527
sending CALCR,0.14247114078768675,0.13719443186962427,0.13719443186962427,0.16621633091896787,0.13719443186962427,0.13719443186962427
receiving CALCR,0.35631931869624267,0.26206711181530107,0.4022960049796288,0.26206711181530107,0.21149275690357627,0.20919392258940697
sending VISFATIN,0.3829787234042553,0.46808510638297873,0.3617021276595745,0.3776595744680851,0.5053191489361702,0.30319148936170215
receiving VISFATIN,0.08101799456767768,0.08454051607062019,0.08454051607062019,0.0651666478044364,0.09158555907650522,0.0880630375735627
sending LCK,0.3772846876414667,0.24536696468990493,0.5725229176097782,0.7202707673155274,0.1767697487550928,0.26911215482118606
receiving LCK,0.1816079108193753,0.17701024219103667,0.17701024219103667,0.268963614757809,0.17701024219103667,0.17930907650520597
sending EDN,0.2463147917609778,0.25393277501131734,0.2844047080126754,0.2463147917609778,0.25139344726120416,0.28186538026256225
receiving EDN,0.21054492983250342,0.23622114078768675,0.25162686736079676,0.2259506564056134,0.2773030783159801,0.19513920325939338
sending CD45,0.48415572657311,0.48415572657311,0.48678700769579,0.48678700769579,0.4815244454504301,0.4762618832050702
receiving CD45,0.26409008601177003,0.22346084200995925,0.22092151425984607,0.6602252150294251,0.20822487550928023,0.20568554775916703
sending CD46,0.5520314622000905,0.4431445224083296,0.4355477591670439,0.4684670665459484,0.4254187415119964,0.48112833861475784
receiving CD46,0.08169703485740154,0.08169703485740154,0.05057435491172477,0.056409857401539164,0.07391636487098234,0.04668401991851517
sending ICOS,0.1473163761883205,0.14981326392032596,0.13732882526029877,0.17228525350837484,0.15231015165233136,0.09737862154821185
receiving ICOS,0.3030217292892711,0.3030217292892711,0.3010411951109099,0.41591217745586234,0.3287686736079674,0.20597555454956995
sending IL1,0.6549767994567678,0.4271587822544138,0.5074128564961522,0.4944686509732911,0.2588841104572205,0.40385921231326394
receiving IL1,0.20043005885015844,0.23166591217745586,0.3956541421457673,0.4060660932548664,0.23166591217745586,0.5726573110004527
sending GALANIN,0.5570252376641014,0.5358052286102309,0.419095178813943,0.4323576844726121,0.4694927003168855,0.419095178813943
receiving GALANIN,0.6816927908555908,0.6816927908555908,0.692302795382526,0.6843452919873246,0.7029127999094613,0.6896502942507923
sending CD39,0.17604119511090993,0.13461973743775466,0.17086351290176552,0.2614729515617927,0.14497510185604345,0.1061424852874604
receiving CD39,0.4341189452240833,0.2991596876414667,0.4228723404255319,0.40712709370755995,0.27666647804436395,0.35539271163422365
sending IL6,0.32978723404255317,0.3617021276595745,0.3803191489361702,0.300531914893617,0.35106382978723405,0.43617021276595747
receiving IL6,0.6971480307831598,0.6373924852874604,0.6747397012222726,0.47804436396559524,0.6622906292440018,0.5602082390221821
sending VEGF,0.42021276595744683,0.2473404255319149,0.5292553191489362,0.4441489361702128,0.21808510638297873,0.601063829787234
receiving VEGF,0.36048551380715255,0.3789044816659122,0.20523992756903575,0.26575939339067456,0.4078485740153916,0.22892145767315528
sending NGL,0.587582050701675,0.587582050701675,0.587582050701675,0.587582050701675,0.587582050701675,0.587582050701675
receiving NGL,0.08753253734721594,0.08753253734721594,0.13262505658669083,0.0795750339520145,0.0795750339520145,0.0795750339520145
sending FLT3,0.1874363399728384,0.08473149615210503,0.12067819148936171,0.08473149615210503,0.0744610117700317,0.18486871887732007
receiving FLT3,0.4216840199185151,0.45536017428700765,0.5168557605251244,0.509534857401539,0.4392541874151199,0.4275407424173834
sending SEMA5,0.22707531688546853,0.22707531688546853,0.22707531688546853,0.2349055002263468,0.22707531688546853,0.23751556133997284
receiving SEMA5,0.20823902218198279,0.17960615663196017,0.16659121774558622,0.24728383884110458,0.1535762788592123,0.19782707107288364
sending COMPLEMENT,0.5408697374377547,0.5849224762335898,0.09055285196921685,0.40381677229515617,0.5898172249886827,0.07097385694884563
receiving COMPLEMENT,0.389917666364871,0.37930766183793574,0.33421514259846086,0.3846126641014034,0.3633926550475328,0.3633926550475328
sending PDGF,0.3289101403349932,0.23155273879583524,0.24470914440923497,0.242077863286555,0.22629017655047534,0.24997170665459487
receiving PDGF,0.6137392485287461,0.6640023766410139,0.7962737664101402,0.6481298098687188,0.6560660932548664,0.759237777274785
sending NPFF,0.19105081484834766,0.19105081484834766,0.19105081484834766,0.19105081484834766,0.19105081484834766,0.19105081484834766
receiving NPFF,0.1877970801267542,0.18588727931190585,0.20625848800362154,0.1877970801267542,0.19161668175645089,0.19161668175645089
sending TAC,0.5187301946582163,0.4708861475780896,0.5539837030330467,0.6320450430058849,0.41800588501584424,0.6446355817111815
receiving TAC,0.6126358080579447,0.5685052625622454,0.5685052625622454,0.5685052625622454,0.5685052625622454,0.5685052625622454
sending IL16,0.4681982797645993,0.4681982797645993,0.4990946129470348,0.5846536894522408,0.4777048438207333,0.3968990493435944
receiving IL16,0.26242077863286556,0.25004244001810777,0.2574694431869624,0.559500905387053,0.25251810774105926,0.2401397691263015
sending CSPG4,0.40691489361702127,0.40691489361702127,0.40691489361702127,0.40691489361702127,0.40691489361702127,0.40691489361702127
receiving CSPG4,0.11941206428248076,0.12460389316432774,0.12460389316432774,0.09604883431416932,0.13498755092802173,0.12979572204617473
sending MK,0.3829787234042553,0.19946808510638298,0.19946808510638298,0.22074468085106383,0.18882978723404256,0.18882978723404256
receiving MK,0.981425418741512,0.981425418741512,0.9946879244001812,0.9946879244001812,0.9840779198732458,0.9946879244001812
sending PARs,0.9788082842915345,0.9946808510638298,0.9814537120869171,0.9788082842915345,0.9946808510638298,0.9047363060208238
receiving PARs,0.6835106382978723,0.4627659574468085,0.6781914893617021,0.46808510638297873,0.42021276595744683,0.8351063829787234
sending ACTIVIN,0.7642032593933906,0.5600667722951562,0.37425022634676325,0.4579985287460389,0.4998726799456768,0.3637816885468538
receiving ACTIVIN,0.21518503847894976,0.17844612947034857,0.2492997397012223,0.17844612947034857,0.17844612947034857,0.15482825939339065
sending VCAM,0.12234042553191489,0.1276595744680851,0.13829787234042554,0.2154255319148936,0.13829787234042554,0.22872340425531915
receiving VCAM,0.5531914893617021,0.5611702127659575,0.1196808510638298,0.6303191489361702,0.601063829787234,0.1196808510638298
sending SEMA7,0.5132978723404256,0.29521276595744683,0.24202127659574468,0.3404255319148936,0.19946808510638298,0.23404255319148937
receiving SEMA7,0.1197374377546401,0.12494341330918966,0.12494341330918966,0.09631054775916705,0.13535536441828883,0.13014938886373925
sending BSP,0.7814904934359439,0.7814904934359439,0.7814904934359439,0.7814904934359439,0.7814904934359439,0.7814904934359439
receiving BSP,0.2712765957446808,0.047872340425531915,0.07180851063829788,0.05319148936170213,0.047872340425531915,0.05585106382978723
sending VEGI,0.3756719669533726,0.4039016523313717,0.3713289384336804,0.4060731665912178,0.4039016523313717,0.3713289384336804
receiving VEGI,0.2557435491172476,0.2390646220009054,0.2390646220009054,0.23535819375282932,0.22794533725667723,0.2501839067451335
sending AGT,0.35394975101856047,0.35394975101856047,0.35394975101856047,0.35394975101856047,0.35394975101856047,0.35394975101856047
receiving AGT,0.5331527274784971,0.44827269126301494,0.3846126641014034,0.3846126641014034,0.3846126641014034,0.6604727818017203
sending NPY,0.3407933454051607,0.34337511317338165,0.34853864870982343,0.3407933454051607,0.3407933454051607,0.3407933454051607
receiving NPY,0.3772846876414667,0.3772846876414667,0.3772846876414667,0.3772846876414667,0.3772846876414667,0.3772846876414667
sending OSTN,0.7341840199185152,0.7341840199185152,0.7341840199185152,0.7341840199185152,0.7341840199185152,0.7341840199185152
receiving OSTN,0.41379017655047534,0.41379017655047534,0.41379017655047534,0.41379017655047534,0.41379017655047534,0.41379017655047534
sending CXCL,0.47324864191942057,0.24538818469895884,0.43819318696242643,0.24789214576731552,0.11518220914440924,0.4832644861928475
receiving CXCL,0.5558510638297872,0.6276595744680851,0.526595744680851,0.5797872340425532,0.5664893617021277,0.39893617021276595
sending CX3C,0.2667638071525577,0.1811057039384337,0.17131620642824807,0.17131620642824807,0.1590793345405161,0.17621095518334087
receiving CX3C,0.31745133544590315,0.529863626075147,0.492516410140335,0.5275294250792214,0.541534631054776,0.25909631054775917
sending PTPRM,0.19193498189225894,0.18956541421457673,0.19193498189225894,0.2061523879583522,0.1848262788592123,0.18719584653689453
receiving PTPRM,0.19193498189225894,0.18956541421457673,0.19193498189225894,0.2061523879583522,0.1848262788592123,0.18719584653689453
sending GDF,0.34126018560434584,0.2936424852874604,0.3439056133997284,0.3439056133997284,0.2936424852874604,0.34126018560434584
receiving GDF,0.06631252829334541,0.06631252829334541,0.09814254187415121,0.09549004074241739,0.0636600271616116,0.07427003168854686
sending CD52,0.4933015504753282,0.5167921004979629,0.5115719782707108,0.5402826505205975,0.5115719782707108,0.4254399615210503
receiving CD52,0.7473404255319149,0.800531914893617,0.7287234042553191,0.875,0.800531914893617,0.5531914893617021
sending MHC-II,0.6820959710276143,0.6749660479855139,0.7153689452240832,0.6963558171118153,0.6725894069714803,0.6583295608872792
receiving MHC-II,0.28191489361702127,0.26861702127659576,0.2765957446808511,0.601063829787234,0.2712765957446808,0.2579787234042553
sending NGF,0.39201137392485286,0.39201137392485286,0.39201137392485286,0.39201137392485286,0.39201137392485286,0.39201137392485286
receiving NGF,0.40644805341783613,0.40127037120869175,0.40127037120869175,0.40644805341783613,0.40127037120869175,0.40127037120869175
sending CD137,0.24442621095518333,0.17063716613852423,0.29515617926663645,0.17063716613852423,0.16371944318696244,0.20522578089633317
receiving CD137,0.2062231213218651,0.18924004074241738,0.18924004074241738,0.26202467179719335,0.19166619511090993,0.18924004074241738
sending CD80,0.2921358646446356,0.3196016296966953,0.2796514259846084,0.35206117021276595,0.28714208918062467,0.2796514259846084
receiving CD80,0.23872510185604345,0.13439339067451334,0.1768334087822544,0.11494171570846537,0.10610004526935266,0.15030839746491625
sending FN1,0.2074468085106383,0.21010638297872342,0.10372340425531915,0.1356382978723404,0.11170212765957446,0.09308510638297872
receiving FN1,0.1432350611136261,0.18302257808963332,0.1989375848800362,0.2148525916704391,0.18567507922136714,0.2281150973291082
sending APELIN,0.5835502489814396,0.5358052286102309,0.5119327184246266,0.45092519239474876,0.5251952240832956,0.45092519239474876
receiving APELIN,0.44752999094612944,0.44752999094612944,0.42659291534631055,0.4292100497962879,0.45014712539610685,0.42659291534631055
sending CSF3,0.507384563150747,0.507384563150747,0.5051493888637393,0.507384563150747,0.5051493888637393,0.5051493888637393
receiving CSF3,0.7525039610683567,0.7701802286102309,0.7600795043005885,0.7424032367587143,0.7752305907650522,0.6969499773653237
sending SPP1,0.3404255319148936,0.4015957446808511,0.25,0.3058510638297872,0.4095744680851064,0.15691489361702127
receiving SPP1,0.14361702127659576,0.18351063829787234,0.19946808510638298,0.2154255319148936,0.18617021276595744,0.22872340425531915
sending MELANOCORTIN,0.2506436736079674,0.29813405387052966,0.2849422815753735,0.2559203825260299,0.2875806360344047,0.22689848347668629
receiving MELANOCORTIN,0.3373981439565414,0.33315414214576733,0.4392541874151199,0.3076901312811227,0.3373981439565414,0.4159121774558624
sending EDA,0.490712709370756,0.4588826957899502,0.461535196921684,0.4588826957899502,0.4456201901312811,0.5013227138976912
receiving EDA,0.5218707559981892,0.43288818469895884,0.43288818469895884,0.42326844726120416,0.4208635129017655,0.44250792213671347
sending HH,0.5384577297419647,0.5251952240832956,0.5411102308736985,0.5490677342688999,0.5490677342688999,0.5225427229515618
receiving HH,0.6578910140334994,0.5850710162969669,0.6754682548664555,0.5775379130828429,0.5775379130828429,0.6754682548664555
sending BRADYKININ,0.48286130602082394,0.48286130602082394,0.48286130602082394,0.48286130602082394,0.48286130602082394,0.48286130602082394
receiving BRADYKININ,0.3968141693073789,0.3968141693073789,0.3968141693073789,0.3994595971027614,0.3968141693073789,0.3968141693073789
sending GDNF,0.4684670665459484,0.5077240832956089,0.4684670665459484,0.4396785875961974,0.5077240832956089,0.3376103440470801
receiving GDNF,0.455805794477139,0.3463105477591671,0.4277953825260299,0.8810547759167044,0.32339293798098684,0.36668175645088275
sending NOTCH,0.11314508827523767,0.11051380715255772,0.09472612041647804,0.10525124490719784,0.09998868266183793,0.08683227704843821
receiving NOTCH,0.24920778632865548,0.21805681303757354,0.25959144409234947,0.23103638524219103,0.1998854119511091,0.21805681303757354
sending LAMININ,0.324468085106383,0.34308510638297873,0.35106382978723405,0.4867021276595745,0.3324468085106383,0.15425531914893617
receiving LAMININ,0.13254017655047534,0.16935689225894068,0.18408357854232685,0.12272238569488456,0.17181133997283837,0.13254017655047534
sending CADM,0.14058255998189226,0.11140504753282028,0.08488003621548212,0.2466826052512449,0.0795750339520145,0.07427003168854686
receiving CADM,0.14058255998189226,0.11140504753282028,0.08488003621548212,0.2466826052512449,0.0795750339520145,0.07427003168854686
sending DMP1,0.7340849932095971,0.7340849932095971,0.7365818809416025,0.7340849932095971,0.7340849932095971,0.7340849932095971
receiving DMP1,0.2712765957446808,0.047872340425531915,0.07180851063829788,0.05319148936170213,0.047872340425531915,0.05585106382978723
sending CD34,0.8037078429153464,0.8726728723404256,0.9495954051607063,0.8037078429153464,0.8753253734721593,0.7851403349932097
receiving CD34,0.9310278972385695,0.7930978383884111,0.9177653915799004,0.7639203259393391,0.779835332729742,0.8010553417836126
sending NCAM,0.6542553191489362,0.6409574468085106,0.19414893617021275,0.47074468085106386,0.6781914893617021,0.18351063829787234
receiving NCAM,0.4206230194658216,0.407395880488909,0.1825345178813943,0.30422419646899046,0.4391410140334993,0.18782537347215936
sending LIFR,0.7074468085106383,0.6063829787234043,0.675531914893617,0.7021276595744681,0.5904255319148937,0.6835106382978723
receiving LIFR,0.13058793571751923,0.1459512222725215,0.14851177003168856,0.1408301267541874,0.13570903123585332,0.05889259846084201
sending CNTN,0.4403151878678135,0.43766268673607966,0.43766268673607966,0.43766268673607966,0.43766268673607966,0.43766268673607966
receiving CNTN,0.12466755319148937,0.13527755771842462,0.13262505658669083,0.12466755319148937,0.129972555454957,0.12466755319148937
sending TNF,0.34284461294703483,0.36639882299683113,0.4161243775464011,0.4292100497962879,0.4161243775464011,0.2905019239474876
receiving TNF,0.33548834314169307,0.342066545948393,0.31794646899049345,0.22585162969669534,0.3946921684019919,0.15349139882299684
sending GAS,0.318300135808058,0.15119256450882754,0.20689508827523767,0.2122000905387053,0.07161753055681305,0.11140504753282028
receiving GAS,0.25,0.13297872340425532,0.14095744680851063,0.43882978723404253,0.1196808510638298,0.15691489361702127
sending ncWNT,0.3862324581258488,0.3465510411951109,0.3782961747397012,0.3650690357627886,0.3439056133997284,0.33596933001358076
receiving ncWNT,0.23687188773200543,0.1493322770484382,0.1673551380715256,0.1364588048890901,0.1596310547759167,0.31411272068809415
sending AGRN,0.159150067904029,0.1750650746944319,0.159150067904029,0.14058255998189226,0.1750650746944319,0.159150067904029
receiving AGRN,0.3846338841104572,0.2541732684472612,0.3643899954730647,0.27666647804436395,0.22943073789044813,0.31940357627885924
sending TGFb,0.8241285649615211,0.8639655952919874,0.9336803983703034,0.9287007695789951,0.9013128112267994,0.9287007695789951
receiving TGFb,0.06631252829334541,0.06631252829334541,0.09814254187415121,0.09549004074241739,0.0636600271616116,0.07427003168854686
sending CD23,0.2846452014486193,0.2921358646446356,0.277154538252603,0.5917623924852875,0.27465765052059754,0.27465765052059754
receiving CD23,0.3697091444092349,0.2709512222725215,0.12154821186057038,0.30893503847894976,0.23803191489361702,0.23549966047985516
sending SEMA6,0.3537234042553192,0.3829787234042553,0.3191489361702128,0.29521276595744683,0.4308510638297872,0.23138297872340424
receiving SEMA6,0.6970772974196469,0.7590397238569488,0.7099861362607515,0.694495529651426,0.7771120982344951,0.4905358759619738
sending LIGHT,0.5893857514712539,0.5550942168401991,0.6001018560434586,0.53366200769579,0.5572374377546402,0.5186594612947034
receiving LIGHT,0.2908131507469443,0.31703400860117703,0.3194177229515618,0.26697600724309645,0.3241851516523314,0.2622085785423269
sending CDH5,0.17771757582616568,0.18037007695789953,0.17771757582616568,0.2785126188320507,0.18037007695789953,0.18037007695789953
receiving CDH5,0.17771757582616568,0.18037007695789953,0.17771757582616568,0.2785126188320507,0.18037007695789953,0.18037007695789953
sending THBS,0.15159574468085107,0.09840425531914894,0.09840425531914894,0.13297872340425532,0.09840425531914894,0.11436170212765957
receiving THBS,0.9122340425531915,0.9361702127659575,0.9601063829787234,0.9521276595744681,0.9414893617021277,0.9388297872340425
sending SEMA4,0.3236051380715256,0.3527826505205976,0.38726516523313714,0.4217476799456768,0.3633926550475328,0.38726516523313714
receiving SEMA4,0.36057039384336803,0.2829476007243097,0.47074468085106386,0.5007922136713445,0.252900067904029,0.25790799004074244
sending IL12,0.7393617021276596,0.7101063829787234,0.6675531914893617,0.6329787234042553,0.7074468085106383,0.5372340425531915
receiving IL12,0.1545241059302852,0.13345263693979179,0.13579391127206883,0.12877008827523767,0.12408753961068357,0.12877008827523767
sending PVR,0.14428191489361702,0.13497340425531915,0.14428191489361702,0.18384308510638298,0.1396276595744681,0.10704787234042552
receiving PVR,0.36922815753734717,0.3323053417836125,0.398766410140335,0.4356892258940697,0.38153576278859214,0.34461294703485734
sending SELL,0.6206852648257131,0.7108703033046627,0.7612678248076054,0.7771828315980082,0.7267853100950656,0.562330239927569
receiving SELL,0.7972781801720236,0.8656914893617021,0.9419986419194206,0.7972781801720236,0.8683227704843821,0.7788592123132639
sending CSF,0.21149275690357627,0.20459625396106837,0.17011373924852877,0.17011373924852877,0.17241257356269807,0.13793005885015847
receiving CSF,0.5172377206880941,0.7480053191489362,0.6657777840651878,0.679040289723857,0.7559628225441376,0.08488003621548212
sending COLLAGEN,0.4441489361702128,0.23138297872340424,0.2845744680851064,0.18882978723404256,0.15159574468085107,0.22606382978723405
receiving COLLAGEN,0.14361702127659576,0.18351063829787234,0.19946808510638298,0.13829787234042554,0.18617021276595744,0.14361702127659576
sending PROS,0.26525011317338165,0.2122000905387053,0.20159008601177003,0.1432350611136261,0.20159008601177003,0.14854006337709372
receiving PROS,0.23670212765957446,0.12590538705296514,0.13345971027614303,0.4154877772747849,0.11331484834766863,0.14856835672249885
sending CD22,0.3351912630149389,0.3174159687641467,0.33265193526482567,0.6068993322770484,0.3047193300135808,0.30725865776369393
receiving CD22,0.45682435491172474,0.45682435491172474,0.4593070959710276,0.4593070959710276,0.4543416138524219,0.4493761317338162
sending CD86,0.4544335672249887,0.4094895880488909,0.45942734268899954,0.5393277501131735,0.26217321186057035,0.23970122227252147
receiving CD86,0.34955720914440924,0.34955720914440924,0.3038634563150747,0.47978440470801265,0.37925814848347666,0.19648313716613852
