Pathway 1,receive APP,send MHC-I,send MHC-II,send MIF,receive ANGPTL,receive IFN-II,send SEMA4,send APP,send VISTA,receive VCAM,send ANNEXIN,receive CEACAM,receive CD52,send NCAM,receive PARs,receive JAM,send JAM,send ANGPT,receive ESAM,send ESAM,receive CSF,receive SELPLG,send SELPLG,receive MIF,receive SELL,send CD34,send GALECTIN,receive MK,receive PTN,send GRN,send LAIR1,send TGFb,receive CXCL,receive SPP1,receive COLLAGEN,receive FN1,send CXCL,send VISFATIN,send BST2,receive TENASCIN,receive VTN,receive GRN,send IL2,send ANGPTL,receive GALECTIN,receive PECAM1,send PECAM1,receive SELE,receive ICAM,receive LAMININ,receive ADIPONECTIN,send LAMININ,send PDGF,receive CD34,send EPHA,send COLLAGEN,receive SEMA7,send PSAP,send ICAM,receive ITGAL-ITGB2,receive KIT,send LIFR,receive SEMA4,receive ncWNT,receive MPZ,send MPZ,receive NCAM,receive HSPG,receive CD22,send CD45,send IL16,send VCAM,receive TWEAK,send VEGF,send CD52,send COMPLEMENT,send PARs,send SELL,receive CCL,send CCL
send ESAM,0.2338506550793827,0.3732985535631823,0.3223231663674775,-0.2014838078236168,0.1477863051619584,0.0,0.0,0.0,-0.1617779505481019,-0.1463148686786242,0.0,0.0,-0.1452946126619537,0.0,0.151976590395066,0.2115408010101465,0.2272487484694933,0.221332445669115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579084340327319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515554014181133,0.1961748042770568,0.1410668261244111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2550403462384012,-0.1453699731449828,-0.3045167850797873,-0.1964738759070856,-0.1697437068848749,-0.209666903146017
receive CSF,0.0,-0.2291992158081319,0.0,0.1938270035219407,0.0,0.1547724900072415,0.152249227223078,0.172163721630997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1993537494195312,0.1951464430876801,0.0,0.0,0.1382032822762789,0.0,0.0,0.0,0.0,0.0,0.0,0.2012796298664281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434331271915921,0.2099649716215357,0.2099649716215357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222508260272546,0.0,0.3003641415095657,0.292445339009349,0.4195913992704102,0.2921132401646069
receive SELPLG,0.142276959921853,-0.1533116845743356,0.0,0.0,0.0,0.1660187811122164,0.1795510041074446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1993537494195312,0.0,0.0,0.0,0.1600253812816529,0.165099533088143,-0.2351491980559391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447260903752283,0.1447260903752283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472872357440226,0.0,0.0,0.0,0.0,0.0,0.0,-0.1533116845743356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253785791643224,0.0,0.2437440936544968,0.0,0.1894754341743478,0.2277853426857398
send SELPLG,0.149967100796617,-0.1531919539683614,0.0,0.0,0.0,0.0,0.1569106282281042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951464430876801,0.0,0.0,0.0,0.1604913075990001,0.1794773960710242,0.0,0.0,0.0,0.0,0.0,0.0,0.1486771272847396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1511462086619446,0.1409681542460933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2484060541218111,0.0,0.207458339286026,0.19128161736263,0.2395805738042928,0.2197074435724019
receive MIF,0.2603576661762613,0.0,0.1688490359669527,0.0,0.1903187069333093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2347683531908597,0.2486064244634551,0.2512836418975644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1774358437924654,0.0,0.0,0.2114946144531795,0.0,0.2157169550664215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive SELL,0.0,0.1558378211796467,0.1484333665956037,0.2167963812945464,-0.1493685786877626,0.0,0.0,0.0,0.0,-0.1431653202533045,0.0,0.0,-0.1444643407187978,0.0,0.0,0.0,0.0,0.1577100876510185,0.0,0.0,0.0,0.1600253812816529,0.1604913075990001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416962386064007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744722938134668,0.1706739373432805,0.1660333710801102,0.0,0.1527541099942591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1566412167256347,0.0,0.0,0.1454602501318906,0.1744580826081097
send CD34,0.0,0.0,0.0,0.2760598004645742,0.0,0.1439573153057226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382032822762789,0.165099533088143,0.1794773960710242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1446304500758604,0.1446304500758604,0.1525806967440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1735923301512251,0.1696603121712243,0.1686684821237195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1488310410789416,0.1488107994675919,0.1846512423029962,0.1533398111159326,0.1766440817765026
send GALECTIN,-0.1454859204076054,0.0,0.0,0.1695899824027221,-0.1434068204209133,0.0,0.0,-0.1537309063680806,0.0,-0.1455342999527237,0.0,0.0,0.0,0.0,0.1550560984468782,0.0,0.0,0.0,0.0,0.0,0.0,-0.2351491980559391,0.0,0.0,0.0,0.0,0.0,0.0,0.1419960921022245,0.0,0.0,0.2004852100547578,0.0,0.0,0.0,0.0,0.0,0.0,-0.1458306124708401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1694483763966029,-0.1405695051085775,-0.1474835012692185,-0.1528719509088527,-0.1499859814985963,-0.1531583593540036
receive MK,0.0,0.0,0.0,0.2745245022945122,0.0,0.0,0.0,0.0,0.0,-0.1604287504029375,-0.2171170353395429,-0.190812171595273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496318577605219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1456955930149477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1380926055666386,-0.1914651756986251,0.0,0.0,0.0,0.0
receive PTN,0.0,0.0,0.0,0.2973479771984703,0.0,0.0,0.0,0.0,0.0,-0.1808749812506427,-0.2052291061848853,-0.20850922293395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1419960921022245,0.0,0.0,0.0,0.0,0.151740552702072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1660148616909052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138762893474584,-0.1583100112384762,-0.2327325988436436,0.0,0.0,0.0,0.0
send GRN,0.0,0.0,0.0,0.0,0.0,0.1408155579979488,0.1530020511487176,0.1980987014793884,0.0,0.0,0.1964217881740233,0.1689952937467615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169233515093251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202488917281576,0.1458622095129665,0.147555282702509,0.0,0.0,0.0
send LAIR1,0.0,0.0,0.0,0.0,0.0,0.1493378659588826,0.0,0.0,0.0,0.1769235335226496,0.2240284670772762,0.0,0.1983116446071379,0.1864624033816193,0.0,0.0,0.0,-0.1428106452251965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2147128213644049,0.2438565013681567,0.3268499935058943,0.14611882715276,0.0,0.1920366152759629
send TGFb,-0.2488626513189836,0.0,0.0,0.1824995322263555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527466839427727,-0.1429152065340437,-0.1435471295977342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004852100547578,0.1496318577605219,0.151740552702072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448742396228946,0.0,0.0,0.0,0.176611778353816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive CXCL,-0.1539593652609474,-0.171449587198579,0.0,0.156178769800006,0.0,0.0,0.0,0.1575684518140754,0.1488016262996866,0.1512703461998203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2012796298664281,0.0,0.1486771272847396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394888026708133,0.17736443811256,0.2494377940230085,0.1816637573479351,0.0,0.1795971467643688
receive SPP1,-0.2418753323102983,-0.1779722443729078,-0.1885937318713625,0.0,0.0,0.0,0.0,0.1477911765103775,0.1627138207438349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2347683531908597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475257450946292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888206941667752,0.0,0.2313659523946387,0.1836374764057027,0.1759650754791596,0.1831663011234684
receive COLLAGEN,-0.1435761706535113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486064244634551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1493891028080147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1922779309669643,0.0,0.2084849964756633,0.1613855245079729,0.1491771704256227,0.1383616046888044
receive FN1,-0.1448723540418396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2512836418975644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639588302717463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633469146482567,0.0,0.1863184586851323,0.1484320501521704,0.1485753272567642,0.0
send CXCL,0.0,0.1699846419078769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258410252118835,0.0,0.0,0.2104558097278972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448742396228946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825642182605718,0.2200209614406423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.159654342574019,0.0,-0.157760180843623,0.0,0.0,-0.1504565538263055
send VISFATIN,0.0,-0.1573593346770873,-0.1392081793493843,0.0,0.0,0.0,0.0,0.0,0.1517005205943659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475257450946292,0.1493891028080147,0.1639588302717463,0.0,0.0,0.0,0.0,0.1588069697541798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192772532905651,0.0,0.1656073171246147,0.2106189373630379
send BST2,0.1404376820614331,0.1655183584504232,0.1951479715036774,0.1510376698581898,0.0,0.0,0.0,0.0,-0.1899084795363787,-0.1652689549038528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1458306124708401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1398228303789145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1861346726138242,0.0,0.0,0.0,0.0
receive TENASCIN,0.1788705326430624,0.1461066951219319,0.1615228822611218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1565600503599455,0.0,0.0,0.0,0.1579084340327319,0.1579084340327319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825642182605718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839113810661656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466246522195092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive VTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598118267839851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176611778353816,0.0,0.0,0.0,0.0,0.2200209614406423,0.1588069697541798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802669216814833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive GRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504797908289523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1492712460607797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1546757189489249,0.1562388168520525,0.1516899109777632,0.1419212166750067,0.1683578148696985,0.1512859757880509
send IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2205198430774922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504797908289523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1968956202900685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910393582080056,0.0,0.0,0.1752744032886075
send ANGPTL,0.0,0.0,0.0,0.1698343432373978,0.0,0.190760993709419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433470484516371,0.0,0.0,0.0,0.0,0.1616672805835949,0.0,0.1660168634783861,0.2254239370801903
receive GALECTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434331271915921,0.0,0.0,0.1774358437924654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552420340858076,0.1617842607685305,0.1556499625868073
receive PECAM1,0.0,0.0,0.0,0.1577395830431918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099649716215357,0.1447260903752283,0.0,0.0,0.0,0.1446304500758604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649750241595153,0.1631089081021446,0.1492272367039675
send PECAM1,0.0,0.0,0.0,0.1577395830431918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099649716215357,0.1447260903752283,0.0,0.0,0.0,0.1446304500758604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649750241595153,0.1631089081021446,0.1492272367039675
receive SELE,-0.1619377533654122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114946144531795,0.1416962386064007,0.1525806967440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543940630987382,0.1539847443940341,-0.2351491980559391,0.0
receive ICAM,-0.1433187891381914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871760573493687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620116494362111,0.0,0.0,0.0
